Sample.me,ImmGen.Nomenclature,Cell.Family,Organ,Sorting.Markers,Organism.Treatment,Lab,Note,Cell.Treatment,Genetic.Variation,sample_id,Well,Owner,Batch_Number,Total_read_pairs,Uniquely_mapped_pairs,Uniquely_mapped_pct,Num_genes_over_ten,Num_genes_over_zero,TIN_mean,TIN_median,TIN_stdev,Reason
Mo.6C+.Bl#4,Mo.6C+.Bl#10,Monocyte,Blood,11b+ 115+ Ly6c+,none,Randolph,,none,none,000008550869_F09,F09,Kiwook Kim,Batch42,6862875,5163539,75.24,9616,14513,58.02503207,63.12670142,23.05443798,Replicate Analysis
Mo.6C+.Bl#2,Mo.6C+.Bl#2,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C+,none,Randolph,,none,none,SSF-2004_C09,C9,Kiwook Kim,Batch22,6459646,4454187,68.95,9927,19687,56.71111216,60.90918836,20.46317963,
Mo.6C+.Bl#3,Mo.6C+.Bl#9,Monocyte,Blood,11b+ 115+ Ly6c+,none,Randolph,,none,none,000008550869_E09,E09,Kiwook Kim,Batch42,8927241,6643072,74.41,9998,14686,60.3998372,65.70263735,22.23625488,Replicate Analysis
MF.Tim4-.PC#1.1,MF.B220-6C-64+Tim4-.PC#1,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",none,Sieweke,Technical Duplicate 1,none,none,000008527969_C11,C11,Stephanie Vargas Aguilar,Batch27,13878834,9268545,66.78,11149,17530,58.72059156,62.56557544,19.08515369,
MF.Tim4-.PC#1.2,MF.B220-6C-64+Tim4-.PC#2,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",none,Sieweke,Technical Duplicate 2,none,none,000008527969_D11,D11,Stephanie Vargas Aguilar,Batch27,10171822,6561309,64.5,10415,16450,54.80906225,58.2292426,19.87986619,
MF.Tim4-.PC#1.3,MF.B220-6C-64+Tim4-.PC#3,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",none,Sieweke,Technical Duplicate 3,none,none,000008527969_E11,E11,Stephanie Vargas Aguilar,Batch27,11362817,7591165,66.81,10739,16955,56.33456787,59.60478994,19.53425614,
MF.Tim4-.PC#2.1,MF.B220-6C-64+Tim4-.PC#4,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",none,Sieweke,Technical Duplicate 1,none,none,000008527969_A12,A12,Stephanie Vargas Aguilar,Batch27,299959,99501,33.17,337,,7.133634301,3.893099731,9.180949772,Total read pairs (<2million)
MF.Tim4-.PC#2.2,MF.B220-6C-64+Tim4-.PC#5,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",none,Sieweke,Technical Duplicate 2,none,none,000008527969_B12,B12,Stephanie Vargas Aguilar,Batch27,7252216,4160323,57.37,8844,15016,38.3476511,33.55196169,23.63332646,TIN Median <45
MF.Tim4+.PC#1.1,MF.B220-6C-64+Tim4+.PC#1,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",none,Sieweke,Technical Duplicate 1,none,none,000008527969_H10,H10,Stephanie Vargas Aguilar,Batch27,8799584,6038337,68.62,10456,16251,54.97047115,58.30138432,20.28441065,
MF.Tim4+.PC#1.2,MF.B220-6C-64+Tim4+.PC#2,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",none,Sieweke,Technical Duplicate 2,none,none,000008527969_A11,A11,Stephanie Vargas Aguilar,Batch27,11769908,7809247,66.35,10894,17320,56.67884087,60.08778547,20.29168818,
MF.Tim4+.PC#1.3,MF.B220-6C-64+Tim4+.PC#3,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",none,Sieweke,Technical Duplicate 3,none,none,000008527969_B11,B11,Stephanie Vargas Aguilar,Batch27,10913590,7564465,69.31,10940,16831,57.98025247,61.9993189,19.684713,
MF.Tim4+.PC#2.1,MF.B220-6C-64+Tim4+.PC#4,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",none,Sieweke,Technical Duplicate 1,none,none,000008527969_F11,F11,Stephanie Vargas Aguilar,Batch27,11143676,7699455,69.09,10874,16727,58.11981854,61.89794617,19.39333993,
MF.Tim4+.PC#2.2,MF.B220-6C-64+Tim4+.PC#5,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",none,Sieweke,Technical Duplicate 2,none,none,000008527969_G11,G11,Stephanie Vargas Aguilar,Batch27,15001299,10194024,67.95,11344,17497,60.11992859,64.43087663,19.16500857,
MF.Tim4+.PC#2.3,MF.B220-6C-64+Tim4+.PC#6,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",none,Sieweke,Technical Duplicate 3,none,none,000008527969_H11,H11,Stephanie Vargas Aguilar,Batch27,11456205,7662790,66.89,10829,16805,56.66657101,60.32920046,20.14676316,
MF.F480+ICAM2+.PC#1.1,MF.PC#11,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",none,Sieweke,Technical Duplicate 1,none,none,000008527969_C12,C12,Stephanie Vargas Aguilar,Batch27,12041399,8234487,68.38,11156,18488,57.64877494,61.76825212,19.83792403,
MF.F480+ICAM2+.PC#1.2,MF.PC#12,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",none,Sieweke,Technical Duplicate 2,none,none,000008527969_D12,D12,Stephanie Vargas Aguilar,Batch27,7894266,5314211,67.32,10328,16376,55.39679428,58.8601549,20.11629126,
MF.F480+ICAM2+.PC#1.3,MF.PC#13,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",none,Sieweke,Technical Duplicate 3,none,none,000008527969_E12,E12,Stephanie Vargas Aguilar,Batch27,13301718,9188025,69.07,11327,17773,60.61070376,65.12789996,19.15333582,
MF.F480+ICAM2+.PC#2.1,MF.PC#14,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",none,Sieweke,Technical Duplicate 1,none,none,000008527969_F12,F12,Stephanie Vargas Aguilar,Batch27,13610436,9310213,68.4,11320,18533,59.68429153,63.72643371,18.94527968,
MF.F480+ICAM2+.PC#2.2,MF.PC#15,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",none,Sieweke,Technical Duplicate 2,none,none,000008527969_G12,G12,Stephanie Vargas Aguilar,Batch27,15680128,10995542,70.12,11698,18555,61.51663032,65.86818476,18.63986533,
MF.F480+ICAM2+.PC#2.3,MF.PC#16,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",none,Sieweke,Technical Duplicate 3,none,none,000008527969_H12,H12,Stephanie Vargas Aguilar,Batch27,7545446,4323567,57.3,9216,15786,38.8392881,33.54391523,23.5320616,TIN Median <45
